Bovine Spongiform Encephalopathy/locomotion40.mp4
Bovine Spongiform Encephalopathy/locomotion41.mp4
Bovine Spongiform Encephalopathy/locomotion42.mp4
Bovine Spongiform Encephalopathy/panic_1.mp4
Bovine Spongiform Encephalopathy/panic_2.mp4
Bovine Spongiform Encephalopathy/panic_3.mp4
Bovine Spongiform Encephalopathy/panic_4.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Cam_Flash1.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Cam_Flash2.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Cam_Flash3.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Cam_Flash4.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Light1.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Light2.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Light3.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Light4.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Sound1.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Sound2.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Sound3.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Sound4.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Sound5.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch1.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch2.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch3.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch4.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch5.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch6.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch7.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch8.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch9.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch10.mp4
Bovine Spongiform Encephalopathy/Reaction_To_Touch11.mp4
Bovine Spongiform Encephalopathy/tounge_play1.mp4
Bovine Spongiform Encephalopathy/tounge_play2.mp4
Bovine Spongiform Encephalopathy/tounge_play3.mp4
Bovine Spongiform Encephalopathy/tounge_play4.mp4
Bovine Spongiform Encephalopathy/tounge_play5.mp4
Bovine Spongiform Encephalopathy/yawning_1.mp4
Healthy/healthy_behavior1.mp4
Healthy/healthy_walking1.mp4
Healthy/healthy_walking2.mp4
Healthy/healthy_walking3.mp4
Healthy/healthy_walking4.mp4
Healthy/healthy_walking5.mp4
Healthy/locomotion_healthy1.mp4
Healthy/locomotion_healthy2.mp4
Healthy/locomotion_healthy3.mp4
Healthy/locomotion_healthy4.mp4
Healthy/locomotion_healthy5.mp4
Healthy/reaction_to_Cam_Flash.mp4
Healthy/reaction_to_hand_touch.mp4
Healthy/reaction_to_light.mp4
Healthy/reaction_to_pen_touch.mp4
Healthy/reaction_to_sound.mp4
Healthy/reaction_to_touch.mp4
Heat Stress/heat_stress_1.mp4
Heat Stress/heat_stress_2.mp4
Heat Stress/heat_stress_3.mp4
Heat Stress/heat_stress_4.mp4
Heat Stress/heat_stress_5.mp4
Heat Stress/heat_stress_6.mp4
Heat Stress/heat_stress_7.mp4
Heat Stress/heat_stress_8.mp4
Heat Stress/heat_stress_9.mp4
Heat Stress/heat_stress_10.mp4
Heat Stress/heat_stress_11.mp4
Heat Stress/heat_stress_12.mp4
Heat Stress/heat_stress_13.mp4
Heat Stress/heat_stress_14.mp4
Heat Stress/heat_stress_15.mp4
Heat Stress/heat_stress_16.mp4
Heat Stress/heat_stress_17.mp4
Heat Stress/heat_stress_18.mp4
Heat Stress/heat_stress_19.mp4
Heat Stress/heat_stress_20.mp4
Heat Stress/heat_stress_21.mp4
Lameness/lameness_1.mp4
Lameness/lameness_2.mp4
Lameness/lameness_3.mp4
Lameness/lameness_score1_1.mp4
Lameness/lameness_score1_2.mp4
Lameness/lameness_score1_3.mp4
Lameness/lameness_score1_4.mp4
Lameness/lameness_score1_5.mp4
Lameness/lameness_score1_6.mp4
Lameness/lameness_score1_7.mp4
Lameness/lameness_score1_8.mp4
Lameness/lameness_score1_9.mp4
Lameness/lameness_score1_10.mp4
Lameness/lameness_score1_11.mp4
Lameness/lameness_score1_12.mp4
Lameness/lameness_score1_13.mp4
Lameness/lameness_score2_1.mp4
Lameness/lameness_score2_2.mp4
Lameness/lameness_score2_3.mp4
Lameness/lameness_score2_4.mp4
Lameness/lameness_score2_5.mp4
Lameness/lameness_score2_6.mp4
Lameness/lameness_score2_7.mp4
Lameness/lameness_score2_8.mp4
Lameness/lameness_score3_1.mp4
Lameness/lameness_score3_2.mp4
Lameness/lameness_score3_3.mp4
Lameness/lameness_score3_4.mp4
Lameness/lameness_score3_5.mp4
Lameness/lameness_score3_6.mp4
Lameness/lameness_score3_7.mp4
Lameness/lameness_score3_8.mp4
Lameness/lameness_score3_9.mp4
Lameness/lameness_score3_10.mp4
Lameness/lameness_score3_11.mp4
Lameness/lameness_score3_12.mp4
Lameness/lameness_score3_13.mp4
